比赛类别,轮次,比赛时间,主队,比分,,客队,赛果,进球队员
中超联赛,4,2017.04.07,上海上港,2,1,山东鲁能,胜,胡尔克，韦世豪
亚冠联赛,F组第四轮,2017.04.11,浦和红钻,1,0,上海上港,负,/奥斯卡2(2PK)
中超联赛,5,2017.04.15,天津权健,1,1,上海上港,平,武磊/胡尔克(PK)
中超联赛,6,2017.04.21,上海上港,3,0,河北华夏,胜,吕文君，武磊，奥斯卡(PK)
亚冠联赛,F组第五轮,2017.04.26,上海上港,4,2,首尔FC,胜,胡尔克，张卫，武磊，奥斯卡
中超联赛,7,2017.04.30,重庆力帆,1,1,上海上港,平,贺惯
足协杯,十六分之一决赛,2017.05.03,石家庄永昌,0,2,上海上港,胜,埃尔克森2
中超联赛,8,2017.05.06,上海上港,3,0,恒丰智诚,胜,王燊超，胡尔克，埃尔克森(PK)
亚冠联赛,F组第六轮,2017.05.10,西悉尼流浪者,3,2,上海上港,负,武磊，埃尔克森(PK)
中超联赛,9,2017.05.14,天津泰达,0,1,上海上港,胜,傅欢
中超联赛,10,2017.05.20,上海申花,1,3,上海上港,胜,武磊，胡尔克，李运秋(OG)
亚冠联赛,八分之一决赛首回合,2017.05.24,上海上港,2,1,江苏苏宁,胜,胡尔克(PK)，艾哈迈多夫
中超联赛,11,2017.05.27,上海上港,5,1,北京国安,胜,韦世豪2，武磊2，胡尔克
亚冠联赛,八分之一决赛次回合,2017.05.31,江苏苏宁,2,3,上海上港,胜,埃尔克森，胡尔克，杨笑天(OG)
中超联赛,12,2017.06.03,上海上港,4,1,辽宁宏运,胜,胡尔克2(1PK)，武磊，吕文君
中超联赛,13,2017.06.18,广州富力,1,1,上海上港,平,胡尔克
足协杯,八分之一决赛,2017.06.21,苏州东吴,1,1,上海上港,平,武磊/(上海上港点球16:15，总比分17:16晋级)
中超联赛,14,2017.06.25,上海上港,4,1,河南建业,胜,戈麦斯(OG)，艾哈迈多夫，埃尔克森，武磊
中超联赛,15,2017.07.01,江苏苏宁,0,1,上海上港,胜,埃尔克森
中超联赛,16,2017.07.09,长春亚泰,4,2,上海上港,负,张笑飞(OG)，李圣龙
中超联赛,17,2017.07.15,延边富德,1,3,上海上港,胜,埃尔克森，武磊，胡尔克
足协杯,四分之一决赛首回合,2017.07.19,天津权健,3,0,上海上港,负,/
中超联赛,18,2017.07.22,上海上港,2,2,广州恒大,平,武磊2
中超联赛,19,2017.07.30,山东鲁能,2,1,上海上港,负,武磊
足协杯,四分之一决赛次回合,2017.08.03,上海上港,4,0,天津权健,胜,胡尔克2(1PK)，奥斯卡，郑致云
中超联赛,20,2017.08.06,上海上港,0,0,天津权健,平,/
中超联赛,21,2017.08.10,华夏幸福,2,2,上海上港,平,埃尔克森，贺惯
中超联赛,22,2017.08.13,上海上港,3,2,重庆力帆,胜,胡尔克(PK)，艾哈迈多夫，武磊
足协杯,半决赛首回合,2017.08.16,上海上港,2,1,广州恒大,胜,艾哈迈多夫，贺惯
中超联赛,23,2017.08.19,恒丰智诚,2,1,上海上港,负,吕文君
亚冠联赛,四分之一决赛首回合,2017.08.22,上海上港,4,0,广州恒大,胜,武磊2，胡尔克(PK)，王燊超
中超联赛,24,2017.09.09,上海上港,3,1,天津泰达,胜,武磊，于海，埃尔克森
亚冠联赛,四分之一决赛次回合,2017.09.12,广州恒大,5,1,上海上港,负,胡尔克(两回合双方5:5战平.上海上港点球5:4，两回合总比分10:9晋级)
中超联赛,25,2017.09.16,上海上港,6,1,上海申花,胜,武磊2，胡尔克2，艾哈迈多夫，李圣龙
中超联赛,26,2017.09.22,北京国安,0,1,上海上港,胜,奥斯卡
亚冠联赛,半决赛首回合,2017.09.27,上海上港,1,1,浦和红钻,平,胡尔克
足协杯,半决赛次回合,2017.09.30,广州恒大,1,4,上海上港,胜,奥斯卡2，韦世豪，胡尔克
中超联赛,27,2017.10.14,辽宁宏运,3,3,上海上港,平,武磊2，埃尔克森
亚冠联赛,半决赛次回合,2017.10.18,浦和红钻,1,0,上海上港,负,/
中超联赛,28,2017.10.22,上海上港,1,2,广州富力,负,胡尔克/胡尔克(PK)
中超联赛,29,2017.10.29,河南建业,2,4,上海上港,胜,胡尔克2，奥斯卡，武磊
中超联赛,30,2017.11.04,上海上港,2,3,江苏苏宁,负,吕文君，胡尔克(PK)
足协杯,决赛首回合,2017.11.19,上海申花,1,0,上海上港,负,/
足协杯,决赛次回合,2017.11.26,上海上港,3,2,上海申花,胜,吕文君，胡尔克(PK)，莫雷诺(OG)
亚冠联赛,资格赛第三轮,2018.01.30,上海上港,1,0,清莱联,胜,于海
亚冠联赛,F组第一轮,2018.02.13,川崎前锋,0,1,上海上港,胜,埃尔克森
亚冠联赛,F组第二轮,2018.02.20,上海上港,4,1,墨尔本胜利,胜,奥斯卡2，武磊，胡尔克(PK)
中超联赛,1,2018.03.03,上海上港,8,0,大连一方,胜,奥斯卡3，武磊3，吕文君，胡尔克(PK)
亚冠联赛,F组第三轮,2018.03.07,上海上港,2,2,蔚山现代,平,奥斯卡2
中超联赛,2,2018.03.10,上海申花,0,2,上海上港,胜,胡尔克，吕文君
亚冠联赛,F组第四轮,2018.03.13,蔚山现代,0,1,上海上港,胜,埃尔克森
中超联赛,3,2018.03.18,广州富力,2,5,上海上港,胜,武磊4，胡尔克
中超联赛,4,2018.03.30,上海上港,2,1,重庆力帆,胜,武磊，于海
亚冠联赛,F组第五轮,2018.04.04,上海上港,1,1,川崎前锋,平,埃尔克森/胡尔克(PK)
中超联赛,5,2018.04.08,河南建业,1,2,上海上港,胜,王燊超，埃尔克森
中超联赛,6,2018.04.13,上海上港,2,0,河北华夏,胜,武磊，胡尔克(PK)
亚冠联赛,F组第六轮,2018.04.18,墨尔本胜利,2,1,上海上港,负,林创益
中超联赛,7,2018.04.22,上海上港,1,1,天津泰达,平,吕文君
足协杯,十六分之一决赛,2018.04.25,陕西长安竞技,0,1,上海上港,胜,武磊
中超联赛,8,2018.04.29,长春亚泰,2,1,上海上港,负,武磊/胡尔克(PK)
足协杯,八分之一决赛,2018.05.02,上海上港,0,0,北京人和,平,/(上海上港点球4:3，总比分4:3晋级)
中超联赛,9,2018.05.05,上海上港,1,2,北京国安,负,埃尔克森
亚冠联赛,八分之一决赛首回合,2018.05.09,鹿岛鹿角,3,1,上海上港,负,埃尔克森/于海(OG)
中超联赛,10,2018.05.12,贵州恒丰,1,1,上海上港,平,武磊
亚冠联赛,八分之一决赛次回合,2018.05.16,上海上港,2,1,鹿岛鹿角,胜,胡尔克2(1PK)
中超联赛,11,2018.05.20,上海上港,2,0,江苏苏宁,胜,武磊，奥斯卡
足协杯,四分之一决赛首回合,2018.06.09,北京国安,2,1,上海上港,负,胡尔克
中超联赛,12,2018.07.17,山东鲁能,1,1,上海上港,平,奥斯卡
足协杯,四分之一决赛次回合,2018.07.25,上海上港,2,1,北京国安,胜,于海，蔡慧康(两回合双方3:3战平.北京国安点球5:4，两回合总比分8:7晋级)
中超联赛,14,2018.07.28,北京人和,1,5,上海上港,胜,奥斯卡2，武磊，贺惯，雷文杰
中超联赛,15,2018.08.01,上海上港,4,1,天津权健,胜,奥斯卡2，胡尔克，埃尔克森/武磊(PK)
中超联赛,16,2018.08.05,大连一方,1,0,上海上港,负,/
中超联赛,17,2018.08.11,上海上港,2,0,上海申花,胜,武磊，胡尔克(PK)
中超联赛,18,2018.08.15,上海上港,3,1,广州富力,胜,武磊2，吕文君
中超联赛,19,2018.08.18,重庆力帆,2,3,上海上港,胜,武磊2，吕文君
中超联赛,20,2018.08.25,上海上港,2,1,河南建业,胜,埃尔克森，胡尔克
中超联赛,21,2018.09.01,河北华夏,1,1,上海上港,平,武磊
中超联赛,22,2018.09.14,天津泰达,2,5,上海上港,胜,奥斯卡2，武磊，胡尔克，埃尔克森
中超联赛,13(补赛),2018.09.18,上海上港,2,1,广州恒大,胜,武磊，埃尔克森
中超联赛,23,2018.09.22,上海上港,3,1,长春亚泰,胜,奥斯卡，蔡慧康，吕文君
中超联赛,24,2018.09.29,北京国安,0,1,上海上港,胜,胡尔克
中超联赛,25,2018.10.07,上海上港,5,0,贵州恒丰,胜,武磊2，王燊超，胡尔克，埃尔克森
中超联赛,26,2018.10.21,江苏苏宁,0,0,上海上港,平,/
中超联赛,27,2018.10.28,上海上港,4,2,山东鲁能,胜,武磊2，胡尔克2（2PK）
中超联赛,28,2018.11.03,广州恒大,4,5,上海上港,胜,吕文君，蔡慧康，武磊，胡尔克(PK)，张成林(OG)
中超联赛,29,2018.11.07,上海上港,2,1,北京人和,胜,艾哈迈多夫，武磊
中超联赛,30,2018.11.11,天津权健,3,2,上海上港,负,张一，刘奕鸣(OG)
超级杯,,2019.02.23,上海上港,2,0,北京国安,胜,王燊超，吕文君
中超联赛,1,2019.03.01,上海申花,0,4,上海上港,胜,吕文君，奥斯卡，艾哈迈多夫，瓜林(OG)
亚冠联赛,H组第一轮,2019.03.06,上海上港,1,0,川崎前锋,胜,胡尔克(PK)
中超联赛,2,2019.03.09,上海上港,3,2,江苏苏宁,胜,张卫，吕文君，汪嵩(OG)
亚冠联赛,H组第二轮,2019.03.13,蔚山现代,1,0,上海上港,负,/
中超联赛,3,2019.03.30,河北华夏,1,2,上海上港,胜,埃尔克森，艾哈迈多夫
中超联赛,4,2019.04.05,上海上港,2,3,重庆力帆,负,吕文君，胡尔克/颜骏凌(OG)
亚冠联赛,H组第三轮,2019.04.10,悉尼FC,3,3,上海上港,平,吕文君，于海，埃尔克森
中超联赛,5,2019.04.14,上海上港,2,1,武汉卓尔,胜,埃尔克森，胡尔克(PK)
中超联赛,6,2019.04.19,天津天海,0,0,上海上港,平,/
亚冠联赛,H组第四轮,2019.04.23,上海上港,2,2,悉尼FC,平,王燊超，埃尔克森
中超联赛,7,2019.04.28,天津泰达,0,2,上海上港,胜,埃尔克森2
足协杯,十六分之一决赛,2019.05.01,武汉卓尔,1,3,上海上港,胜,傅欢，吕文君，奥斯卡/颜骏凌(OG)
中超联赛,8,2019.05.04,上海上港,2,0,广州富力,胜,李圣龙，胡尔克
亚冠联赛,H组第五轮,2019.05.07,川崎前锋,2,2,上海上港,平,胡尔克2
中超联赛,9,2019.05.12,上海上港,2,1,山东鲁能,胜,埃尔克森，胡尔克(PK)
中超联赛,10,2019.05.17,河南建业,0,1,上海上港,胜,埃尔克森
亚冠联赛,H组第六轮,2019.05.21,上海上港,5,0,蔚山现代,胜,奥斯卡3，李圣龙，胡靖航
中超联赛,11,2019.05.26,上海上港,2,1,北京国安,胜,奥斯卡，蔡慧康
足协杯,八分之一决赛,2019.05.29,上海上港,4,0,吉林百嘉,胜,杨世元2，李圣龙，胡靖航
中超联赛,12,2019.06.02,大连一方,1,2,上海上港,胜,埃尔克森，李圣龙
中超联赛,13,2019.06.14,上海上港,0,2,广州恒大,负,/
亚冠联赛,八分之一决赛首回合,2019.06.19,上海上港,1,1,全北现代,平,王燊超
中超联赛,14,2019.06.22,上海上港,3,0,北京人和,胜,奥斯卡，李圣龙，埃尔克森
亚冠联赛,八分之一决赛次回合,2019.06.26,全北现代,1,1,上海上港,平,胡尔克/(上海上港点球5:3，两回合总比分总比分7:5晋级)
中超联赛,15,2019.06.30,深圳佳兆业,0,1,上海上港,胜,奥斯卡/胡尔克(PK)
中超联赛,16,2019.07.06,上海上港,3,1,上海申花,胜,胡尔克2，王燊超/贺惯(OG)，埃尔克森(PK)
中超联赛,17,2019.07.13,江苏苏宁,0,3,上海上港,胜,胡尔克，张卫，奥斯卡
中超联赛,18,2019.07.17,上海上港,3,0,河北华夏,胜,陈彬彬，胡尔克，奥斯卡
中超联赛,19,2019.07.21,重庆力帆,2,2,上海上港,平,阿瑙托维奇，元敏诚(OG)
足协杯,四分之一决赛,2019.07.24,广州恒大,0,2,上海上港,胜,胡尔克，奥斯卡
中超联赛,20,2019.07.28,武汉卓尔,1,1,上海上港,平,阿瑙托维奇
中超联赛,21,2019.08.03,上海上港,0,0,天津天海,平,/
中超联赛,23(提前),2019.08.09,广州富力,2,2,上海上港,平,阿瑙托维奇(PK)，胡靖航
中超联赛,22,2019.08.14,上海上港,5,1,天津泰达,胜,吕文君，阿瑙托维奇，李圣龙，蔡慧康，艾哈迈多夫
足协杯,半决赛,2019.08.20,上海上港,0,2,山东鲁能,负,/
亚冠联赛,四分之一决赛首回合,2019.08.27,上海上港,2,2,浦和红钻,平,胡尔克2(2PK)
中超联赛,24,2019.09.13,山东鲁能,3,1,上海上港,负,胡尔克
亚冠联赛,四分之一决赛次回合,2019.09.17,浦和红钻,1,1,上海上港,平,王燊超
中超联赛,25,2019.09.22,上海上港,2,1,河南建业,胜,奥斯卡，李圣龙
中超联赛,26,2019.10.19,北京国安,0,2,上海上港,胜,李圣龙，艾哈迈多夫
中超联赛,27,2019.10.27,上海上港,3,0,大连一方,胜,李圣龙，奥斯卡，周挺(OG)
中超联赛,28,2019.11.23,广州恒大,2,0,上海上港,负,/
中超联赛,29,2019.11.27,北京人和,1,1,上海上港,平,阿瑙托维奇
中超联赛,30,2019.12.01,上海上港,6,0,深圳佳兆业,胜,阿瑙托维奇4，胡尔克，奥斯卡
亚冠联赛,资格赛第三轮,2020.01.28,上海上港,3,0,武里南联,胜,李圣龙，阿瑙托维奇，胡尔克(PK)
中超联赛,1,2020.07.27,天津泰达,1,3,上海上港,胜,洛佩斯2，王燊超
中超联赛,2,2020.08.02,上海上港,4,0,河北华夏,胜,洛佩斯2，阿瑙托维奇2
中超联赛,3,2020.08.06,青岛黄海,1,1,上海上港,平,奥斯卡(PK)
中超联赛,4,2020.08.12,上海上港,2,1,武汉卓尔,胜,阿瑙托维奇，奥斯卡(PK)
中超联赛,5,2020.08.16,上海上港,1,1,石家庄永昌,平,胡尔克
中超联赛,6,2020.08.22,北京国安,1,2,上海上港,胜,王燊超，奥斯卡
中超联赛,7,2020.08.26,上海上港,3,0,重庆当代,胜,阿瑙托维奇，王燊超，奥斯卡
中超联赛,8,2020.08.29,上海上港,4,1,天津泰达,胜,艾哈迈多夫，胡尔克，阿瑙托维奇，奥斯卡(PK)
中超联赛,9,2020.09.05,河北华夏,2,0,上海上港,负,/
中超联赛,10,2020.09.10,上海上港,2,1,青岛黄海,胜,胡尔克，阿瑙托维奇
中超联赛,11,2020.09.15,武汉卓尔,1,2,上海上港,胜,阿瑙托维奇，穆伊
足协杯,第一轮,2020.09.19,上海上港,3,2,重庆当代,胜,奥斯卡，于海，李圣龙
中超联赛,12,2020.09.22,石家庄永昌,0,1,上海上港,胜,胡尔克(PK)
中超联赛,13,2020.09.25,上海上港,1,0,北京国安,胜,胡尔克(PK)
中超联赛,14,2020.09.28,重庆当代,1,0,上海上港,负,/
中超联赛,15,2020.10.18,上海申花,0,0,上海上港,平,/
中超联赛,16,2020.10.23,上海上港,1,1,上海申花,平,胡尔克(PK)/(两回合双方2:2战平.上海上港点球5:4，两回合总比分7:6晋级)
中超联赛,17,2020.10.29,江苏苏宁,1,1,上海上港,平,张诚(OG)
中超联赛,18,2020.11.02,上海上港,1,2,江苏苏宁,负,杨世元
中超联赛,19,2020.11.07,上海上港,1,2,北京国安,负,郭全博(OG)
中超联赛,20,2020.11.11,北京国安,1,1,上海上港,平,洛佩斯
亚冠联赛,H组第一轮,2020.11.19,悉尼FC,1,2,上海上港,胜,李圣龙2
亚冠联赛,H组第二轮,2020.11.22,全北现代,1,2,上海上港,胜,吕文君，胡尔克(PK)
亚冠联赛,H组第三轮,2020.11.25,上海上港,0,1,横滨水手,负,/奥斯卡(PK)
足协杯,第二轮,2020.11.26,上海上港,0,4,长春亚泰,负,/
亚冠联赛,H组第四轮,2020.11.28,横滨水手,1,2,上海上港,胜,蔡慧康，洛佩斯
亚冠联赛,H组第五轮,2020.12.01,上海上港,0,4,悉尼FC,负,/
亚冠联赛,H组第六轮,2020.12.04,上海上港,0,2,全北现代,负,/
亚冠联赛,八分之一决赛,2020.12.07,神户胜利船,2,0,上海上港,负,/
中超联赛,1,2021.04.22,天津津门虎,1,6,上海海港,胜,/阿瑙托维奇3，洛佩斯2，吕文君
中超联赛,2,2021.04.28,上海海港,3,1,北京国安,胜,洛佩斯2，吕文君
中超联赛,3,2021.05.05,上海申花,1,1,上海海港,平,/穆伊
中超联赛,4,2021.05.11,上海海港,0,0,长春亚泰,平,
中超联赛,5,2021.05.16,上海海港,3,0,大连人,胜,奥斯卡2(1PK)，吕文君/
亚冠联赛,资格赛第三轮,2021.06.23,上海海港,0,1,卡雅FC,负,/
中超联赛,6,2021.07.19,武汉,0,0,上海海港,平,/
中超联赛,7,2021.07.23,上海海港,1,0,河北,胜,奥斯卡(PK)/
中超联赛,9,2021.07.28,北京国安,1,1,上海海港,平,王燊超/
中超联赛,10,2021.07.31,上海海港,1,0,上海申花,胜,李圣龙/
中超联赛,11,2021.08.03,长春亚泰,2,1,上海海港,负,/吕文君
中超联赛,12,2021.08.06,大连人,0,5,上海海港,胜,/张华晨，杨世元，吕文君，阿布拉汗，李圣龙
中超联赛,13,2021.08.09,上海海港,3,0,武汉,胜,李超(OG)，吕文君，张华晨/
中超联赛,14,2021.08.12,河北,1,0,上海海港,负,/
中超联赛,8(补赛),2021.08.15,上海海港,5,0,天津津门虎,胜,保利尼奥2，魏震，李昂，陈纯新/
足协杯,十六分之一决赛,2021.10.14,上海海港,1,0,西安骏狼,胜,李申圆/
足协杯,八分之一决赛,2021.10.18,上海海港,2,1,陕西长安竞技,胜,保利尼奥，吕文君(PK)/
足协杯,四分之一决赛首回合,2021.10.24,大连人,0,3,上海海港,胜,吕文君(PK)，李申圆，刘祝润/
足协杯,四分之一决赛次回合,2021.10.29,上海海港,0,0,大连人,平,/
足协杯,半决赛首回合,2021.11.03,上海申花,1,5,上海海港,胜,/吕文君，杨世元，贺惯，保利尼奥，刘祝润
足协杯,半决赛次回合,2021.11.07,上海海港,1,1,上海申花,平,刘祝润/
中超联赛,15,2021.12.13,深圳,1,3,上海海港,胜,/李申圆，奥斯卡，穆伊
中超联赛,16,2021.12.16,上海海港,1,0,广州城,胜,吕文君/
中超联赛,17,2021.12.19,上海海港,0,2,山东泰山,负,/奥斯卡(PK)
中超联赛,18,2021.12.22,广州,0,0,上海海港,平,/
中超联赛,19,2021.12.26,上海海港,3,1,深圳,胜,刘祝润，李申圆，奥斯卡(PK)/
中超联赛,20,2021.12.29,广州城,1,2,上海海港,胜,/穆伊2
中超联赛,21,2022.01.01,山东泰山,2,2,上海海港,平,/胡靖航，穆伊
中超联赛,22,2022.01.04,上海海港,1,0,广州,胜,刘祝润/
足协杯,决赛,2022.01.09,山东泰山,1,0,上海海港,负,/
中超联赛,1,2022.06.04,上海海港,0,1,武汉长江,负,/
中超联赛,2,2022.06.08,上海申花,2,0,上海海港,负,/
中超联赛,3,2022.06.11,河北,0,2,上海海港,胜,张琳芃，恩迪亚耶
中超联赛,4,2022.06.15,上海海港,1,0,广州,胜,冯劲
中超联赛,5,2022.06.19,武汉三镇,2,1,上海海港,负,恩迪亚耶
中超联赛,6,2022.06.25,武汉长江,1,2,上海海港,胜,徐新，恩迪亚耶
中超联赛,7,2022.06.29,上海海港,1,1,上海申花,平,恩迪亚耶(PK)
中超联赛,8,2022.07.04,上海海港,2,1,河北,胜,吕文君，刘祝润
中超联赛,9,2022.07.08,广州,0,1,上海海港,胜,奥斯卡(PK)
中超联赛,10,2022.07.12,上海海港,0,1,武汉三镇,负,/
中超联赛,11,2022.08.06,大连人,1,1,上海海港,平,吕文君
中超联赛,13,2022.08.16,上海海港,2,0,深圳,胜,裴帅(OG)，恩迪亚耶
中超联赛,14,2022.08.20,上海海港,1,1,浙江,平,吕文君
中超联赛,15,2022.08.27,上海海港,1,0,天津津门虎,胜,张华晨
中超联赛,12(补赛),2022.09.01,沧州雄狮,0,0,上海海港,平,/
中超联赛,16(补赛),2022.09.20,河南嵩山龙门,1,2,上海海港,胜,/蒋光太，蔡慧康
中超联赛,17(补赛),2022.09.25,上海海港,2,0,广州城,胜,王燊超，恩迪亚耶/
中超联赛,18(补赛),2022.09.29,上海海港,3,0,成都蓉城,胜,吕文君，武磊2/
中超联赛,21,2022.10.05,上海海港,0,1,北京国安,负,/
中超联赛,22,2022.10.09,长春亚泰,1,4,上海海港,胜,/吕文君2，保利尼奥，李圣龙
中超联赛,19(补赛),2022.10.24,上海海港,7,0,梅州客家,胜,武磊3，刘柏杨2，保利尼奥，蒋光太
中超联赛,20(补赛),2022.10.30,山东泰山,3,1,上海海港,负,/武磊
中超联赛,23,2022.11.04,上海海港,2,1,大连人,胜,武磊，冯劲/
中超联赛,24,2022.11.08,上海海港,2,0,沧州雄狮,胜,保利尼奥，陈纯新/
中超联赛,25,2022.11.13,深圳,0,3,上海海港,胜,吕文君，王燊超，武磊/
足协杯,十六分之一决赛,2022.11.18,南京城市,0,5,上海海港,胜,保利尼奥，王燊超，冯劲，吕文君，冯劲
中超联赛,26,2022.11.22,浙江,2,1,上海海港,负,武磊(PK)
中超联赛,27,2022.11.26,天津津门虎,1,0,上海海港,负,/
中超联赛,28,2022.11.30,上海海港,1,3,河南嵩山龙门,负,武磊
中超联赛,29,2022.12.04,广州城,1,2,上海海港,胜,巴尔加斯，武磊(PK)/
中超联赛,30,2022.12.10,成都蓉城,0,0,上海海港,平,/
中超联赛,31,2022.12.15,梅州客家,0,1,上海海港,胜,黎德明
足协杯,八分之一决赛,2022.12.19,上海海港,3,0,苏州东吴,胜,/(由于苏州东吴退赛，上海海港被判3:0获胜)
中超联赛,32,2022.12.23,上海海港,2,0,山东泰山,胜,恩迪亚耶，刘祝润/
中超联赛,33,2022.12.27,北京国安,0,3,上海海港,胜,/(由于北京国安退赛，上海海港被判3:0获胜)
中超联赛,34,2022.12.31,上海海港,4,0,长春亚泰,胜,吕文君，恩迪亚耶，恩迪亚耶，卡隆/
足协杯,四分之一决赛首回合,2023.01.05,上海海港,4,0,成都蓉城,胜,王燊超，吕文君，卡隆，武磊/
足协杯,四分之一决赛次回合,2023.01.08,成都蓉城,0,4,上海海港,胜,/武磊，刘祝润，奥斯卡，阿布拉汗
足协杯,半决赛,2023.01.11,浙江,0,0,上海海港,平,/(浙江点球5:3，总比分5:3晋级)
中超联赛,1,2023.04.15,武汉三镇,0,2,上海海港,胜,/保利尼奥，保利尼奥
中超联赛,2,2023.04.22,上海海港,3,2,深圳,胜,蒋光太，平科，武磊/
中超联赛,3,2023.04.26,沧州雄狮,0,1,上海海港,胜,/武磊
中超联赛,4,2023.04.30,上海海港,1,1,上海申花,平,武磊/
中超联赛,5,2023.05.06,天津津门虎,0,0,上海海港,平,/
中超联赛,6,2023.05.10,上海海港,2,1,青岛海牛,胜,王燊超，王燊超/
中超联赛,7,2023.05.14,浙江,1,2,上海海港,胜,/武磊，武磊
中超联赛,8,2023.05.20,梅州客家,0,2,上海海港,胜,/吕文君，武磊
中超联赛,9,2023.05.24,上海海港,3,2,河南,胜,王燊超，奥斯卡(PK)，武磊/
中超联赛,10,2023.05.29,长春亚泰,0,3,上海海港,胜,/卡隆，保利尼奥，奥斯卡
中超联赛,11,2023.06.03,上海海港,0,1,成都蓉城,负,/
中超联赛,12,2023.06.09,上海海港,2,1,南通支云,胜,奥斯卡(PK)，奥斯卡(PK)/
足协杯,十六分之一决赛,2023.06.24,广州,1,3,上海海港,胜,/平科，吕文君，李圣龙
中超联赛,13,2023.06.29,北京国安,1,2,上海海港,胜,/吕文君，木热合买提江
中超联赛,14,2023.07.03,山东泰山,1,1,上海海港,平,/李圣龙
中超联赛,15,2023.07.08,上海海港,1,1,大连人,平,李圣龙/
中超联赛,16,2023.07.12,上海海港,3,1,武汉三镇,胜,李圣龙，高准翼(OG)，武磊/奥斯卡(PK)
中超联赛,17,2023.07.16,深圳,1,4,上海海港,胜,/王燊超，奥斯卡，元敏诚(OG)，武磊
中超联赛,18,2023.07.21,上海海港,3,0,沧州雄狮,胜,吕文君，武磊，卡隆/
足协杯,八分之一决赛,2023.07.25,天津津门虎,0,0,上海海港,平,/(天津津门虎点球5:3，总比分5:3晋级)
中超联赛,19,2023.07.29,上海申花,0,5,上海海港,胜,/奥斯卡(PK)，武磊，武磊，奥斯卡，吕文君
中超联赛,20,2023.08.03,上海海港,2,1,天津津门虎,胜,吕文君，卡隆/
中超联赛,21,2023.08.08,青岛海牛,5,0,上海海港,胜,/马兴煜(OG)，武磊，卡隆，武磊，卡隆
中超联赛,22,2023.08.12,上海海港,3,4,浙江,负,若昂，奥斯卡(PK)，若昂/
中超联赛,23,2023.08.18,上海海港,1,1,梅州客家,平,奥斯卡/
亚冠联赛,附加赛,2023.08.22,上海海港,2,3,巴吞联,负,木热合买提江，平科/
中超联赛,24,2023.08.25,河南,3,1,上海海港,负,/若昂
中超联赛,25,2023.09.15,上海海港,2,0,长春亚泰,胜,巴尔加斯，魏震/
中超联赛,26,2023.09.23,成都蓉城,2,1,上海海港,负,/平科
中超联赛,27,2023.09.29,南通支云,0,1,上海海港,胜,/武磊
中超联赛,28,2023.10.20,上海海港,1,2,北京国安,负,武磊/
中超联赛,29,2023.10.29,上海海港,1,1,山东泰山,平,吕文君/
中超联赛,30,2023.11.04,大连人,2,3,上海海港,胜,/李昂，武磊(PK)，武磊
超级杯,,2024.02.25,上海海港,0,1,上海申花,负,/
中超联赛,1,2024.03.01,上海海港,3,1,武汉三镇,胜,武磊，武磊，王燊超/
中超联赛,2,2024.03.09,浙江,0,0,上海海港,平,/
中超联赛,3,2024.03.30,上海海港,3,1,河南俱乐部酒祖杜康,胜,武磊，张琳芃，巴尔加斯/
中超联赛,4,2024.04.05,北京国安,2,2,上海海港,平,武磊，武磊
中超联赛,5,2024.04.09,南通支云,0,3,上海海港,胜,/奥斯卡(PK)，奥斯卡(PK)，李昂
中超联赛,6,2024.04.14,上海海港,4,3,山东泰山,胜,古斯塔沃，奇塔迪尼，武磊，武磊/
中超联赛,8,2024.04.27,上海海港,1,1,上海申花,平,古斯塔沃/
中超联赛,9,2024.05.01,青岛海牛,0,5,上海海港,胜,/武磊，古斯塔沃，古斯塔沃，王燊超，武磊
中超联赛,10,2024.05.05,深圳新鹏城,0,6,上海海港,胜,/奥斯卡(PK)，武磊，巴尔加斯，巴尔加斯，古斯塔沃，巴尔加斯(PK)
中超联赛,11,2024.05.10,上海海港,5,2,长春亚泰,胜,古斯塔沃，武磊，巴尔加斯，武磊，古斯塔沃/
中超联赛,12,2024.05.18,青岛西海岸,3,5,上海海港,胜,/武磊，古斯塔沃，古斯塔沃，巴尔加斯，武磊
中超联赛,13,2024.05.22,上海海港,2,0,成都蓉城,胜,奥斯卡(PK)，巴尔加斯/
中超联赛,14,2024.05.26,上海海港,4,1,沧州雄狮,胜,奥斯卡，奥斯卡，武磊，奥斯卡/
中超联赛,15,2024.06.14,天津津门虎,0,3,上海海港,胜,/古斯塔沃，蒋光太，古斯塔沃
中超联赛,7(补赛),2024.06.18,梅州客家,1,2,上海海港,胜,/奇塔迪尼，武磊
足协杯,十六分之一决赛,2024.06.21,广西恒宸,0,2,上海海港,胜,/蒋泽军(OG)，冯劲
中超联赛,16,2024.06.25,武汉三镇,0,2,上海海港,胜,/奥斯卡，巴尔加斯
中超联赛,17,2024.06.29,上海海港,3,1,浙江,胜,武磊，武磊，武磊/
中超联赛,18,2024.07.05,河南俱乐部酒祖杜康,0,1,上海海港,胜,/奥斯卡(PK)
中超联赛,19,2024.07.12,上海海港,5,1,北京国安,胜,武磊，古斯塔沃，古斯塔沃，奥斯卡，武磊/
足协杯,八分之一决赛,2024.07.17,浙江,1,2,上海海港,胜,/李圣龙，巴尔加斯
中超联赛,24(提前),2024.07.21,上海海港,5,0,青岛海牛,胜,奇塔迪尼，古斯塔沃，古斯塔沃，古斯塔沃，武磊/
